Key,en,es,ar,hi,fr
appLWelcomeSubtitleText,"If you're looking to receive services, you can join us by selecting 'Get Services.' If you're interested in earning money by offering services, you can join us as a Babysitter or Caregiver.","Si desea obtener servicios, puede unirse a nosotros mediante Obtener servicios, o si desea ganar dinero brindando servicios de niñeras, puede unirse a nosotros convirtiéndose en niñera.",إذا كنت ترغب في الحصول على الخدمات يمكنك الانضمام إلينا من خلال الحصول على الخدمات، أو إذا كنت ترغب في كسب المال من خلال تقديم خدمات المربيات يمكنك الانضمام إلينا من خلال أن تصبح مربية أطفال.,"यदि आप सेवाएँ प्राप्त करना चाहते हैं तो आप सेवाएँ प्राप्त करके हमसे जुड़ सकते हैं, या यदि आप नानी सेवाएँ प्रदान करके पैसा कमाना चाहते हैं तो आप नानी बनकर हमसे जुड़ सकते हैं।","Si vous souhaitez bénéficier de services, vous pouvez nous rejoindre en cliquant sur Get Services, ou si vous souhaitez gagner de l'argent en fournissant des services de nounous, vous pouvez nous rejoindre en devenant nounou."
appLForgotPasswordOtpVerification,"Enter the otp code, which we have sent to",Introduce el código otp que te hemos enviado,أدخل رمز OTP الذي أرسلناه إليه,"वह ओटीपी कोड दर्ज करें, जिसे हमने भेजा है",Entrez le code OTP que nous avons envoyé à
appLIdUpload,ID Upload,Subir ID,تحميل معرف,आईडी अपलोड करें,Téléchargement d'ID
appLCapture,Capture,Captura,يأسر,कब्जा,Capturer
appLFrontPart,Front Part,Parte Delantera,الجزء الأمامي,मुहरा,Partie avant
appLBackPart,Back Part,parte trasera,الجزء الخلفي,पिछला भाग,Partie arrière
appLProceed,Proceed,Proceder,يتابع,आगे बढ़ना,Procéder
appLWorkDetail,Work Detail,Detalle de trabajo,تفاصيل العمل,कार्य विवरण,Détail du travail
appLBio,Bio,Biografía,السيرة الذاتية,जैव,Biographie
appLUpdateWorkDetails,Update Work Details,Actualizar detalles del trabajo,تحديث تفاصيل العمل,कार्य विवरण अद्यतन करें,Mettre à jour les détails du travail
appLAddNewAddress,Add New Address,Agregar nueva dirección,إضافة عنوان جديد,नया पता जोड़ें,Ajouter une nouvelle adresse
appLMmOrYear,MM / YYYY,MM/AAAA,ش/س س س س,एमएम / वाईवाईवाईवाई,MM / AAAA
appLYear,/years,/años,/سنين,/साल,/années
appLHour,/hour,/hora,/ساعة,/घंटा,/heure
appLVerificationStatus,Your ID has not been verified by admin yet,El administrador aún no ha verificado su identificación,لم يتم التحقق من هويتك من قبل المشرف حتى الآن,आपकी आईडी अभी तक व्यवस्थापक द्वारा सत्यापित नहीं की गई है,Votre identifiant n'a pas encore été vérifié par l'administrateur
appLTotalServiceAmount,1.78K,1.78K,1.78 ألف,1.78K,"1,78K"
appLTaskCompleteAmount,1.10K,1.10K,1.10 ك,1.10K,"1,10K"
appLIncompleteTaskNumber,680,680,680,680,680
appLBadge,Diamond Badge,Insignia de diamante,شارة الماس,हीरा बिल्ला,Insigne de diamant
appLBadgeSubTitle,Diamond badge from nanny App Authority for always being active.,Insignia de diamante de nanny App Authority por estar siempre activa.,الشارة الماسية من Nanny App Authority لنشاطك الدائم.,हमेशा सक्रिय रहने के लिए नानी ऐप अथॉरिटी की ओर से डायमंड बैज।,Badge diamant de la nounou App Authority pour être toujours actif.
appLDashboardAddress,"4698 Velten Drive, Annukka, Alaska - 99554, United State.","4698 Velten Drive, Annukka, Alaska - 99554, Estados Unidos.",4698 فيلتن درايف، أنوكا، ألاسكا - 99554، الولايات المتحدة.,"4698 वेल्टेन ड्राइव, अन्नुक्का, अलास्का - 99554, संयुक्त राज्य।","4698 Velten Drive, Annukka, Alaska - 99554, États-Unis."
appLRecentActivities,Recent Activities,Actividades recientes,الأنشطة الأخيرة,हाल की गतिविधियाँ,Activités récentes
appLOther,Other,Otro,آخر,अन्य,Autre
appLSaveAddress,Save Address,Guardar dirección,حفظ العنوان,पता सहेजें,Enregistrer l'adresse
appLSuccessfullyDelete,Account has been successfully deleted,La cuenta ha sido eliminada exitosamente,تم حذف الحساب بنجاح,खाता सफलतापूर्वक हटा दिया गया है,Le compte a été supprimé avec succès
appLSuccessfullySubmitted,Successfully submitted,Enviado exitosamente,تم الإرسال بنجاح,सफलतापूर्वक प्रस्तुत किया गया,Soumis avec succès
appLKycVerified,Your kyc verified,Tu kyc verificado,تم التحقق من kyc الخاص بك,आपका kyc सत्यापित,Votre kyc vérifié
appLKycRejected,Your kyc rejected,Tu kyc rechazado,تم رفض kyc الخاص بك,आपका kyc अस्वीकृत हो गया,Votre kyc a été rejeté
appLInformationSaveSuccessText,"Your information has been saved successfully, Thanks for using nanny.",Su información se ha guardado correctamente. Gracias por utilizar nanny.,لقد تم حفظ معلوماتك بنجاح، شكرًا لاستخدامك مربية الأطفال.,"आपकी जानकारी सफलतापूर्वक सहेज ली गई है, नानी का उपयोग करने के लिए धन्यवाद।","Vos informations ont été enregistrées avec succès, merci d'utiliser Nanny."
appLAddMoreAddress,Add More Address,Agregar más dirección,أضف المزيد من العنوان,और पता जोड़ें,Ajouter plus d'adresse
appLUserLookingFor,"Hi, I'm looking a baby sitter....",Hola busco niñera....,السلام عليكم أبحث عن جليسة أطفال....,"नमस्ते, मैं एक बच्चे की देखभाल करने वाली की तलाश में हूँ....","Bonjour, je cherche une baby-sitter...."
appLRequestAccepted,Request Accepted,Solicitud aceptada,تم قبول الطلب,अनुरोध स्वीकार किया गया,Demande acceptée
appLRequestAccept,Request Accept,Solicitar Aceptar,قبول الطلب,अनुरोध स्वीकार करें,Demande Accepter
appLCancelRequest,Cancel Request,Cancelar solicitud,إلغاء الطلب,अनुरोध को रद्द करें,Annuler la demande
appLLogMessageSignOut,Do you want to Sign Out?,¿Quieres cerrar sesión?,هل تريد تسجيل الخروج؟,क्या आप साइन आउट करना चाहते हैं?,Voulez-vous vous déconnecter ?
appLWriteSomethingAboutYou,Write Somenthing About You ...,Escribe algo sobre ti...,أكتب شيئا عنك...,अपने बारे में कुछ लिखें...,Écrivez quelque chose sur vous...
appLSelectedTime,Selected Time,Hora seleccionada,الوقت المحدد,चयनित समय,Heure sélectionnée
appLEnterName,Enter Name,Introduzca el nombre,أدخل الاسم,नाम दर्ज करें,Entrez le nom
appLEnterEmail,Enter Email,Ingrese el correo electrónico,أدخل البريد الإلكتروني,ईमेल दर्ज करें,Entrez l'e-mail
appLEnterSubject,Enter Subject,Ingresar Asunto,أدخل الموضوع,विषय दर्ज करें,Entrez le sujet
appLMassage,Massage,Masaje,تدليك,मालिश,Massage
appLSendMessage,Send Message,Enviar mensaje,أرسل رسالة,मेसेज भेजें,Envoyer un message
appLEvidenceNote,Evidence Note,Nota de evidencia,مذكرة الأدلة,साक्ष्य नोट,Note sur les preuves
appLBabySitter,Baby Sitter,niñera,جليسة اطفال,बेबी सिटर,Baby-sitter
appLHistory,History,Historia,تاريخ,इतिहास,Histoire
appLTaskComplete,Task Complete,Tarea completa,اكتملت المهمة,कार्य पूर्ण,Tâche terminée
appLPaid,Paid,Pagado,مدفوع,चुकाया गया,Payé
appLSignIn,Sign In,Iniciar sesión,تسجيل الدخول,दाखिल करना,Se connecter
appLHome,Home,Hogar,بيت,घर,Maison
appLIHaveReadAgreedWithThe,I have read agreed with the,He leído de acuerdo con el,لقد قرأت الاتفاق مع,मैंने इससे सहमत होकर पढ़ा है,J'ai lu d'accord avec le
appLStartDateEndDateCompare,Start date should be earlier than end date,La fecha de inicio debe ser anterior a la fecha de finalización.,يجب أن يكون تاريخ البدء أقدم من تاريخ الانتهاء,शुरुआत की तारीख अंतिम तारीख से पहले होनी चाहिए,La date de début doit être antérieure à la date de fin
